name,description,difficulty,image,emoji
Paraguay,"South America, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/1200px-Flag_of_Paraguay.svg.png,🇵🇾
Peru,"South America, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/1200px-Flag_of_Peru.svg.png,🇵🇪
Philippines,"Asia, UN, ASEAN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/1200px-Flag_of_the_Philippines.svg.png,🇵🇭
Poland,"Europe, UN, EU, NATO",1.0,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Flag_of_Poland.svg/1200px-Flag_of_Poland.svg.png,🇵🇱
Portugal,"Europe, UN, EU, NATO",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Flag_of_Portugal_%28alternate%29.svg/1200px-Flag_of_Portugal_%28alternate%29.svg.png,🇵🇹
Qatar,"Asia, UN, GCC",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/1200px-Flag_of_Qatar.svg.png,🇶🇦
Romania,"Europe, UN, EU, NATO",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/1200px-Flag_of_Romania.svg.png,🇷🇴
Russia,"Asia, UN, CIS, G20",1.0,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/1200px-Flag_of_Russia.svg.png,🇷🇺
Rwanda,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Rwanda.svg/1200px-Flag_of_Rwanda.svg.png,🇷🇼
Saint Kitts and Nevis,"Caribbean, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/1200px-Flag_of_Saint_Kitts_and_Nevis.svg.png,🇰🇳
Saint Lucia,"Caribbean, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/1200px-Flag_of_Saint_Lucia.svg.png,🇱🇨
Saint Vincent and the Grenadines,"Caribbean, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/1200px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png,🇻🇨
Samoa,"Oceania, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Samoa.svg/1200px-Flag_of_Samoa.svg.png,🇼🇸
San Marino,"Europe, UN, microstate",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_San_Marino.svg/1200px-Flag_of_San_Marino.svg.png,🇸🇲
Sao Tome and Principe,"Africa, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg/1200px-Flag_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg.png,🇸🇹
Saudi Arabia,"Asia, UN, OIC",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/1200px-Flag_of_Saudi_Arabia.svg.png,🇸🇦
Senegal,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_Senegal.svg/1200px-Flag_of_Senegal.svg.png,🇸🇳
Serbia,"Europe, UN, partially recognized",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Serbia.svg/1200px-Flag_of_Serbia.svg.png,🇷🇸
Seychelles,"Africa, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Seychelles.svg/1200px-Flag_of_Seychelles.svg.png,🇸🇨
Sierra Leone,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/1200px-Flag_of_Sierra_Leone.svg.png,🇸🇱
Singapore,"Asia, UN, ASEAN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/1200px-Flag_of_Singapore.svg.png,🇸🇬
Slovakia,"Europe, UN, EU, NATO",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Slovakia.svg/1200px-Flag_of_Slovakia.svg.png,🇸🇰
Slovenia,"Europe, UN, EU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/1200px-Flag_of_Slovenia.svg.png,🇸🇮
Solomon Islands,"Oceania, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Solomon_Islands.svg/1200px-Flag_of_the_Solomon_Islands.svg.png,🇸🇧
Somalia,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/1200px-Flag_of_Somalia.svg.png,🇸🇴
South Africa,"Africa, UN, AU, BRICS",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/1200px-Flag_of_South_Africa.svg.png,🇿🇦
South Korea,"Asia, UN, G20",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/1200px-Flag_of_South_Korea.svg.png,🇰🇷
South Sudan,"Africa, UN, partially recognized",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/1200px-Flag_of_South_Sudan.svg.png,🇸🇸
Taiwan,"Asia, UN, partially recognized, special status",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/1200px-Flag_of_the_Republic_of_China.svg.png,🇹🇼
Tajikistan,"Asia, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Tajikistan.svg/1200px-Flag_of_Tajikistan.svg.png,🇹🇯
Tanzania,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/1200px-Flag_of_Tanzania.svg.png,🇹🇿
Thailand,"Asia, UN, ASEAN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/1200px-Flag_of_Thailand.svg.png,🇹🇭
Togo,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/1200px-Flag_of_Togo.svg.png,🇹🇬
Tonga,"Oceania, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Tonga.svg/1200px-Flag_of_Tonga.svg.png,🇹🇴
Trinidad and Tobago,"Caribbean, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/1200px-Flag_of_Trinidad_and_Tobago.svg.png,🇹🇹
Tunisia,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/1200px-Flag_of_Tunisia.svg.png,🇹🇳
Turkey,"Asia, UN, NATO, G20",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/1200px-Flag_of_Turkey.svg.png,🇹🇷
Turkmenistan,"Asia, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/1200px-Flag_of_Turkmenistan.svg.png,🇹🇲
Tuvalu,"Oceania, UN, island nation, microstate",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/1200px-Flag_of_Tuvalu.svg.png,🇹🇻
Uganda,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/1200px-Flag_of_Uganda.svg.png,🇺🇬
Ukraine,"Europe, UN, G20",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/1200px-Flag_of_Ukraine.svg.png,🇺🇦
United Arab Emirates,"Asia, UN, GCC",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/1200px-Flag_of_the_United_Arab_Emirates.svg.png,🇦🇪
United Kingdom,"Europe, UN, G7, NATO",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/1200px-Flag_of_the_United_Kingdom_%281-2%29.svg.png,🇬🇧
United States,"North America, UN, NATO, G7",1.0,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/1200px-Flag_of_the_United_States.svg.png,🇺🇸
Uruguay,"South America, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/1200px-Flag_of_Uruguay.svg.png,🇺🇾
Uzbekistan,"Asia, UN, CIS",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Uzbekistan.svg/1200px-Flag_of_Uzbekistan.svg.png,🇺🇿
Vanuatu,"Oceania, UN, island nation",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/1200px-Flag_of_Vanuatu.svg.png,🇻🇺
Vatican City,"Europe, UN, microstate, theocratic",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Flag_of_Vatican_City_%282023%E2%80%93present%29.svg/1200px-Flag_of_Vatican_City_%282023%E2%80%93present%29.svg.png,🇻🇦
Venezuela,"South America, UN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/1200px-Flag_of_Venezuela.svg.png,🇻🇪
Vietnam,"Asia, UN, ASEAN",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/1200px-Flag_of_Vietnam.svg.png,🇻🇳
Yemen,"Asia, UN, OIC",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/1200px-Flag_of_Yemen.svg.png,🇾🇪
Zambia,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Zambia.svg/1200px-Flag_of_Zambia.svg.png,🇿🇲
Zimbabwe,"Africa, UN, AU",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/1200px-Flag_of_Zimbabwe.svg.png,🇿🇼
